experiment_type,model_name,center,fold,train_size,val_size,source_center,target_center,source_size,target_size,accuracy,auc,sensitivity,specificity,precision,negative_predictive_value
single_center,PANDA_TabPFN_TCA,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8811881188118812,0.9233201581027668,0.8478260869565217,0.9090909090909091,0.8863636363636364,0.8771929824561403
single_center,TabPFN_Only,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.9207920792079208,0.9426877470355731,0.9347826086956522,0.9090909090909091,0.8958333333333334,0.9433962264150944
single_center,LASSO_LR,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8514851485148515,0.916600790513834,0.8913043478260869,0.8181818181818182,0.803921568627451,0.9
single_center,Random_Forest,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8613861386138614,0.949407114624506,0.8478260869565217,0.8727272727272727,0.8478260869565217,0.8727272727272727
single_center,XGBoost,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.9237154150197628,0.8260869565217391,0.8363636363636363,0.8085106382978723,0.8518518518518519
single_center,SVM,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8514851485148515,0.9276679841897233,0.8695652173913043,0.8363636363636363,0.8163265306122449,0.8846153846153846
single_center,KNN,Cleveland,0.0,202,101,Cleveland,Cleveland,202,101,0.8910891089108911,0.9411067193675889,0.8478260869565217,0.9272727272727272,0.9069767441860465,0.8793103448275862
single_center,PANDA_TabPFN_TCA,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.7821782178217822,0.8948616600790513,0.6956521739130435,0.8545454545454545,0.8,0.7704918032786885
single_center,TabPFN_Only,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.8217821782178217,0.8960474308300396,0.717391304347826,0.9090909090909091,0.868421052631579,0.7936507936507936
single_center,LASSO_LR,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.8968379446640317,0.8043478260869565,0.8545454545454545,0.8222222222222222,0.8392857142857143
single_center,Random_Forest,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.8932806324110673,0.7391304347826086,0.9090909090909091,0.8717948717948718,0.8064516129032258
single_center,XGBoost,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.8118811881188119,0.8707509881422925,0.717391304347826,0.8909090909090909,0.8461538461538461,0.7903225806451613
single_center,SVM,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.801980198019802,0.8814229249011858,0.7608695652173914,0.8363636363636363,0.7954545454545454,0.8070175438596491
single_center,KNN,Cleveland,1.0,202,101,Cleveland,Cleveland,202,101,0.801980198019802,0.891699604743083,0.7391304347826086,0.8545454545454545,0.8095238095238095,0.7966101694915254
single_center,PANDA_TabPFN_TCA,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8217821782178217,0.8833727344365642,0.7872340425531915,0.8518518518518519,0.8222222222222222,0.8214285714285714
single_center,TabPFN_Only,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8217821782178217,0.9058313632781718,0.7446808510638298,0.8888888888888888,0.8536585365853658,0.8
single_center,LASSO_LR,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8217821782178217,0.9018912529550828,0.7659574468085106,0.8703703703703703,0.8372093023255814,0.8103448275862069
single_center,Random_Forest,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.9109535066981875,0.7872340425531915,0.8703703703703703,0.8409090909090909,0.8245614035087719
single_center,XGBoost,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.9078014184397163,0.7446808510638298,0.9074074074074074,0.875,0.8032786885245902
single_center,SVM,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8316831683168316,0.8904649330181245,0.7659574468085106,0.8888888888888888,0.8571428571428571,0.8135593220338984
single_center,KNN,Cleveland,2.0,202,101,Cleveland,Cleveland,202,101,0.8217821782178217,0.8747044917257683,0.7659574468085106,0.8703703703703703,0.8372093023255814,0.8103448275862069
single_center,PANDA_TabPFN_TCA,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.8571428571428571,0.9024943310657597,0.7714285714285715,0.9047619047619048,0.8181818181818182,0.8769230769230769
single_center,TabPFN_Only,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.8367346938775511,0.8857142857142858,0.6857142857142857,0.9206349206349206,0.8275862068965517,0.8405797101449275
single_center,LASSO_LR,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.8163265306122449,0.872108843537415,0.7142857142857143,0.873015873015873,0.7575757575757576,0.8461538461538461
single_center,Random_Forest,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.8061224489795918,0.8625850340136055,0.6857142857142857,0.873015873015873,0.75,0.8333333333333334
single_center,XGBoost,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.7755102040816326,0.8349206349206348,0.6,0.873015873015873,0.7241379310344828,0.7971014492753623
single_center,SVM,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.826530612244898,0.8775510204081634,0.7428571428571429,0.873015873015873,0.7647058823529411,0.859375
single_center,KNN,Hungarian,0.0,196,98,Hungarian,Hungarian,196,98,0.8469387755102041,0.844671201814059,0.6857142857142857,0.9365079365079365,0.8571428571428571,0.8428571428571429
single_center,PANDA_TabPFN_TCA,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.8367346938775511,0.9124716553287981,0.7142857142857143,0.9047619047619048,0.8064516129032258,0.8507462686567164
single_center,TabPFN_Only,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.8163265306122449,0.8934240362811792,0.6571428571428571,0.9047619047619048,0.7931034482758621,0.8260869565217391
single_center,LASSO_LR,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.8061224489795918,0.8517006802721089,0.7428571428571429,0.8412698412698413,0.7222222222222222,0.8548387096774194
single_center,Random_Forest,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.8061224489795918,0.9056689342403628,0.6571428571428571,0.8888888888888888,0.7666666666666667,0.8235294117647058
single_center,XGBoost,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.7857142857142857,0.8480725623582767,0.6,0.8888888888888888,0.75,0.8
single_center,SVM,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.8163265306122449,0.8693877551020409,0.7142857142857143,0.873015873015873,0.7575757575757576,0.8461538461538461
single_center,KNN,Hungarian,1.0,196,98,Hungarian,Hungarian,196,98,0.7755102040816326,0.8698412698412699,0.5428571428571428,0.9047619047619048,0.76,0.7808219178082192
single_center,PANDA_TabPFN_TCA,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.8163265306122449,0.8723118279569892,0.7222222222222222,0.8709677419354839,0.7647058823529411,0.84375
single_center,TabPFN_Only,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.826530612244898,0.889336917562724,0.75,0.8709677419354839,0.7714285714285715,0.8571428571428571
single_center,LASSO_LR,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.7959183673469388,0.8508064516129032,0.8333333333333334,0.7741935483870968,0.6818181818181818,0.8888888888888888
single_center,Random_Forest,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.8061224489795918,0.8799283154121863,0.7777777777777778,0.8225806451612904,0.717948717948718,0.864406779661017
single_center,XGBoost,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.826530612244898,0.878136200716846,0.7777777777777778,0.8548387096774194,0.7567567567567568,0.8688524590163934
single_center,SVM,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.8163265306122449,0.8633512544802867,0.8055555555555556,0.8225806451612904,0.725,0.8793103448275862
single_center,KNN,Hungarian,2.0,196,98,Hungarian,Hungarian,196,98,0.8367346938775511,0.8788082437275984,0.7777777777777778,0.8709677419354839,0.7777777777777778,0.8709677419354839
single_center,PANDA_TabPFN_TCA,VA,0.0,133,67,VA,VA,133,67,0.7164179104477612,0.6941176470588235,0.96,0.0,0.7384615384615385,0.0
single_center,TabPFN_Only,VA,0.0,133,67,VA,VA,133,67,0.746268656716418,0.7458823529411764,1.0,0.0,0.746268656716418,0.0
single_center,LASSO_LR,VA,0.0,133,67,VA,VA,133,67,0.7164179104477612,0.7247058823529412,0.74,0.6470588235294118,0.8604651162790697,0.4583333333333333
single_center,Random_Forest,VA,0.0,133,67,VA,VA,133,67,0.8208955223880597,0.6670588235294117,0.96,0.4117647058823529,0.8275862068965517,0.7777777777777778
single_center,XGBoost,VA,0.0,133,67,VA,VA,133,67,0.8208955223880597,0.6317647058823529,0.96,0.4117647058823529,0.8275862068965517,0.7777777777777778
single_center,SVM,VA,0.0,133,67,VA,VA,133,67,0.7313432835820896,0.7564705882352941,0.84,0.4117647058823529,0.8076923076923077,0.4666666666666667
single_center,KNN,VA,0.0,133,67,VA,VA,133,67,0.7910447761194029,0.7141176470588235,0.94,0.35294117647058826,0.8103448275862069,0.6666666666666666
single_center,PANDA_TabPFN_TCA,VA,1.0,133,67,VA,VA,133,67,0.746268656716418,0.7576470588235293,1.0,0.0,0.746268656716418,0.0
single_center,TabPFN_Only,VA,1.0,133,67,VA,VA,133,67,0.746268656716418,0.6835294117647059,0.98,0.058823529411764705,0.7538461538461538,0.5
single_center,LASSO_LR,VA,1.0,133,67,VA,VA,133,67,0.7164179104477612,0.7294117647058823,0.74,0.6470588235294118,0.8604651162790697,0.4583333333333333
single_center,Random_Forest,VA,1.0,133,67,VA,VA,133,67,0.7761194029850746,0.7211764705882353,0.9,0.4117647058823529,0.8181818181818182,0.5833333333333334
single_center,XGBoost,VA,1.0,133,67,VA,VA,133,67,0.7910447761194029,0.6717647058823529,0.94,0.35294117647058826,0.8103448275862069,0.6666666666666666
single_center,SVM,VA,1.0,133,67,VA,VA,133,67,0.6865671641791045,0.7776470588235294,0.7,0.6470588235294118,0.8536585365853658,0.4230769230769231
single_center,KNN,VA,1.0,133,67,VA,VA,133,67,0.7910447761194029,0.7758823529411765,0.94,0.35294117647058826,0.8103448275862069,0.6666666666666666
single_center,PANDA_TabPFN_TCA,VA,2.0,134,66,VA,VA,134,66,0.696969696969697,0.6710684273709484,0.8775510204081632,0.17647058823529413,0.7543859649122807,0.3333333333333333
single_center,TabPFN_Only,VA,2.0,134,66,VA,VA,134,66,0.7424242424242424,0.7130852340936374,1.0,0.0,0.7424242424242424,0.0
single_center,LASSO_LR,VA,2.0,134,66,VA,VA,134,66,0.6363636363636364,0.715486194477791,0.6122448979591837,0.7058823529411765,0.8571428571428571,0.3870967741935484
single_center,Random_Forest,VA,2.0,134,66,VA,VA,134,66,0.7272727272727273,0.6818727490996398,0.8571428571428571,0.35294117647058826,0.7924528301886793,0.46153846153846156
single_center,XGBoost,VA,2.0,134,66,VA,VA,134,66,0.7727272727272727,0.723889555822329,0.9591836734693877,0.23529411764705882,0.7833333333333333,0.6666666666666666
single_center,SVM,VA,2.0,134,66,VA,VA,134,66,0.6666666666666666,0.6854741896758703,0.7346938775510204,0.47058823529411764,0.8,0.38095238095238093
single_center,KNN,VA,2.0,134,66,VA,VA,134,66,0.7121212121212122,0.7046818727490995,0.8367346938775511,0.35294117647058826,0.7884615384615384,0.42857142857142855
single_center,PANDA_TabPFN_TCA,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.9512195121951219,0.6025641025641026,1.0,0.0,0.9512195121951219,0.0
single_center,TabPFN_Only,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.9512195121951219,0.9358974358974359,1.0,0.0,0.9512195121951219,0.0
single_center,LASSO_LR,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.7073170731707317,0.5128205128205128,0.717948717948718,0.5,0.9655172413793104,0.08333333333333333
single_center,Random_Forest,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.9512195121951219,0.8461538461538463,1.0,0.0,0.9512195121951219,0.0
single_center,XGBoost,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.975609756097561,0.8461538461538461,1.0,0.5,0.975,1.0
single_center,SVM,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.8536585365853658,0.28205128205128205,0.8717948717948718,0.5,0.9714285714285714,0.16666666666666666
single_center,KNN,Switzerland,0.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6153846153846154,0.9743589743589743,0.0,0.95,0.0
single_center,PANDA_TabPFN_TCA,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.5789473684210527,1.0,0.0,0.926829268292683,0.0
single_center,TabPFN_Only,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.7982456140350878,1.0,0.0,0.926829268292683,0.0
single_center,LASSO_LR,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.8536585365853658,0.6578947368421053,0.8947368421052632,0.3333333333333333,0.9444444444444444,0.2
single_center,Random_Forest,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6578947368421053,1.0,0.0,0.926829268292683,0.0
single_center,XGBoost,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6798245614035088,1.0,0.0,0.926829268292683,0.0
single_center,SVM,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.9512195121951219,0.631578947368421,1.0,0.3333333333333333,0.95,1.0
single_center,KNN,Switzerland,1.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6228070175438597,1.0,0.0,0.926829268292683,0.0
single_center,PANDA_TabPFN_TCA,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6929824561403509,1.0,0.0,0.926829268292683,0.0
single_center,TabPFN_Only,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.7368421052631579,1.0,0.0,0.926829268292683,0.0
single_center,LASSO_LR,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.7560975609756098,0.6578947368421053,0.7631578947368421,0.6666666666666666,0.9666666666666667,0.18181818181818182
single_center,Random_Forest,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.6666666666666667,1.0,0.0,0.926829268292683,0.0
single_center,XGBoost,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.7017543859649124,1.0,0.0,0.926829268292683,0.0
single_center,SVM,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.9024390243902439,0.3070175438596492,0.9210526315789473,0.6666666666666666,0.9722222222222222,0.4
single_center,KNN,Switzerland,2.0,82,41,Switzerland,Switzerland,82,41,0.926829268292683,0.7412280701754386,1.0,0.0,0.926829268292683,0.0
cross_domain,PANDA_TabPFN_TCA,,,303,294,Cleveland,Hungarian,303,294,0.7891156462585034,0.8972300281011641,0.4811320754716981,0.9627659574468085,0.8793103448275862,0.7669491525423728
cross_domain,TabPFN_Only,,,303,294,Cleveland,Hungarian,303,294,0.8333333333333334,0.9098755519871538,0.6509433962264151,0.9361702127659575,0.8518518518518519,0.8262910798122066
cross_domain,LASSO_LR,,,303,294,Cleveland,Hungarian,303,294,0.7925170068027211,0.8884985949417905,0.49056603773584906,0.9627659574468085,0.8813559322033898,0.7702127659574468
cross_domain,Random_Forest,,,303,294,Cleveland,Hungarian,303,294,0.8299319727891157,0.887093536732236,0.6698113207547169,0.9202127659574468,0.8255813953488372,0.8317307692307693
cross_domain,XGBoost,,,303,294,Cleveland,Hungarian,303,294,0.8197278911564626,0.8869429947812124,0.7075471698113207,0.8829787234042553,0.7731958762886598,0.8426395939086294
cross_domain,SVM,,,303,294,Cleveland,Hungarian,303,294,0.8027210884353742,0.8822761942994781,0.5188679245283019,0.9627659574468085,0.8870967741935484,0.7801724137931034
cross_domain,KNN,,,303,294,Cleveland,Hungarian,303,294,0.8027210884353742,0.864010437575271,0.5471698113207547,0.9468085106382979,0.8529411764705882,0.7876106194690266
cross_domain,PANDA_TabPFN_TCA,,,303,200,Cleveland,VA,303,200,0.535,0.6724569022239769,0.4429530201342282,0.803921568627451,0.868421052631579,0.33064516129032256
cross_domain,TabPFN_Only,,,303,200,Cleveland,VA,303,200,0.58,0.7269377549677589,0.5100671140939598,0.7843137254901961,0.8735632183908046,0.35398230088495575
cross_domain,LASSO_LR,,,303,200,Cleveland,VA,303,200,0.445,0.6936439005132254,0.30201342281879195,0.8627450980392157,0.8653846153846154,0.2972972972972973
cross_domain,Random_Forest,,,303,200,Cleveland,VA,303,200,0.605,0.7604948019476246,0.5369127516778524,0.803921568627451,0.8888888888888888,0.37272727272727274
cross_domain,XGBoost,,,303,200,Cleveland,VA,303,200,0.595,0.7345703382023951,0.5369127516778524,0.7647058823529411,0.8695652173913043,0.3611111111111111
cross_domain,SVM,,,303,200,Cleveland,VA,303,200,0.52,0.6908803789972365,0.3959731543624161,0.8823529411764706,0.9076923076923077,0.3333333333333333
cross_domain,KNN,,,303,200,Cleveland,VA,303,200,0.53,0.7331227793130676,0.40939597315436244,0.8823529411764706,0.9104477611940298,0.3383458646616541
cross_domain,PANDA_TabPFN_TCA,,,303,123,Cleveland,Switzerland,303,123,0.06504065040650407,0.6021739130434782,0.0,1.0,0.0,0.06504065040650407
cross_domain,TabPFN_Only,,,303,123,Cleveland,Switzerland,303,123,0.4878048780487805,0.7282608695652174,0.46956521739130436,0.75,0.9642857142857143,0.08955223880597014
cross_domain,LASSO_LR,,,303,123,Cleveland,Switzerland,303,123,0.3821138211382114,0.7152173913043478,0.34782608695652173,0.875,0.975609756097561,0.08536585365853659
cross_domain,Random_Forest,,,303,123,Cleveland,Switzerland,303,123,0.5203252032520326,0.7739130434782608,0.5043478260869565,0.75,0.9666666666666667,0.09523809523809523
cross_domain,XGBoost,,,303,123,Cleveland,Switzerland,303,123,0.43089430894308944,0.7597826086956522,0.4,0.875,0.9787234042553191,0.09210526315789473
cross_domain,SVM,,,303,123,Cleveland,Switzerland,303,123,0.3821138211382114,0.7,0.34782608695652173,0.875,0.975609756097561,0.08536585365853659
cross_domain,KNN,,,303,123,Cleveland,Switzerland,303,123,0.4634146341463415,0.6842391304347826,0.43478260869565216,0.875,0.9803921568627451,0.09722222222222222
cross_domain,PANDA_TabPFN_TCA,,,294,303,Hungarian,Cleveland,294,303,0.6567656765676567,0.7794788559396385,0.5179856115107914,0.774390243902439,0.6605504587155964,0.654639175257732
cross_domain,TabPFN_Only,,,294,303,Hungarian,Cleveland,294,303,0.7656765676567657,0.8545797508334797,0.6546762589928058,0.8597560975609756,0.7982456140350878,0.746031746031746
cross_domain,LASSO_LR,,,294,303,Hungarian,Cleveland,294,303,0.7722772277227723,0.8536585365853658,0.8776978417266187,0.6829268292682927,0.7011494252873564,0.8682170542635659
cross_domain,Random_Forest,,,294,303,Hungarian,Cleveland,294,303,0.8184818481848185,0.877741709071767,0.7338129496402878,0.8902439024390244,0.85,0.7978142076502732
cross_domain,XGBoost,,,294,303,Hungarian,Cleveland,294,303,0.7854785478547854,0.8567292507457449,0.697841726618705,0.8597560975609756,0.8083333333333333,0.7704918032786885
cross_domain,SVM,,,294,303,Hungarian,Cleveland,294,303,0.7491749174917491,0.8562905772942622,0.8920863309352518,0.6280487804878049,0.6702702702702703,0.8728813559322034
cross_domain,KNN,,,294,303,Hungarian,Cleveland,294,303,0.7392739273927392,0.8018731356378311,0.5179856115107914,0.926829268292683,0.8571428571428571,0.6940639269406392
cross_domain,PANDA_TabPFN_TCA,,,294,200,Hungarian,VA,294,200,0.72,0.7182524016317937,0.7785234899328859,0.5490196078431373,0.8345323741007195,0.45901639344262296
cross_domain,TabPFN_Only,,,294,200,Hungarian,VA,294,200,0.69,0.7268061587050928,0.7114093959731543,0.6274509803921569,0.848,0.4266666666666667
cross_domain,LASSO_LR,,,294,200,Hungarian,VA,294,200,0.735,0.7441768653770233,0.7718120805369127,0.6274509803921569,0.8582089552238806,0.48484848484848486
cross_domain,Random_Forest,,,294,200,Hungarian,VA,294,200,0.68,0.7368074746677195,0.697986577181208,0.6274509803921569,0.8455284552845529,0.4155844155844156
cross_domain,XGBoost,,,294,200,Hungarian,VA,294,200,0.65,0.7439136728516911,0.6375838926174496,0.6862745098039216,0.8558558558558559,0.39325842696629215
cross_domain,SVM,,,294,200,Hungarian,VA,294,200,0.79,0.7475983682063431,0.8993288590604027,0.47058823529411764,0.8322981366459627,0.6153846153846154
cross_domain,KNN,,,294,200,Hungarian,VA,294,200,0.645,0.6864061060665877,0.6711409395973155,0.5686274509803921,0.819672131147541,0.3717948717948718
cross_domain,PANDA_TabPFN_TCA,,,294,123,Hungarian,Switzerland,294,123,0.8699186991869918,0.6054347826086957,0.9043478260869565,0.375,0.9541284403669725,0.21428571428571427
cross_domain,TabPFN_Only,,,294,123,Hungarian,Switzerland,294,123,0.5934959349593496,0.7184782608695652,0.5826086956521739,0.75,0.9710144927536232,0.1111111111111111
cross_domain,LASSO_LR,,,294,123,Hungarian,Switzerland,294,123,0.5934959349593496,0.7413043478260869,0.5826086956521739,0.75,0.9710144927536232,0.1111111111111111
cross_domain,Random_Forest,,,294,123,Hungarian,Switzerland,294,123,0.6341463414634146,0.7836956521739131,0.6260869565217392,0.75,0.972972972972973,0.12244897959183673
cross_domain,XGBoost,,,294,123,Hungarian,Switzerland,294,123,0.5284552845528455,0.7728260869565218,0.5043478260869565,0.875,0.9830508474576272,0.109375
cross_domain,SVM,,,294,123,Hungarian,Switzerland,294,123,0.9024390243902439,0.7184782608695652,0.9478260869565217,0.25,0.9478260869565217,0.25
cross_domain,KNN,,,294,123,Hungarian,Switzerland,294,123,0.4634146341463415,0.6532608695652173,0.4434782608695652,0.75,0.9622641509433962,0.08571428571428572
